,Title,Summary,Published On
1280,"Weekly jobless claims total 2.981 million, bringing coronavirus tally to 36.5 million","The total 2.981 million new claims for unemployment insurance brought the coronavirus crisis count to nearly 36.5 million, though the weekly trend continued lower.",2020-05-14 17:54:03Z
1281,"Want a fast economic recovery? Invest in tests, Fed's Kaplan says","Even with tens of millions of jobs lost and a historic decline in output projected this quarter, the U.S. economy could still pull off a relatively quick recovery, Dallas Federal Reserve President Robert Kaplan said on Thursday.",2020-05-15 09:34:18Z
1282,"Retail sales plunge a record 16.4% in April, vs 12.3% drop expected","Retail sales were expected to fall 12.3% in April, according to economists surveyed by Dow Jones.",2020-05-15 12:32:38Z
1283,"Retails sales fall a record 16.4 percent in April, far worse than predicted",The biggest factor in the downturn was a collapse in clothing and accessories that amounted to an 89.3% fall from the same period a year ago.,2020-05-15 13:02:14Z
1284,"Retail sales plunge a record 16.4% in April, far worse than predicted",The biggest factor in the downturn was a collapse in clothing and accessories that amounted to an 89.3% fall from the same period a year ago.,2020-05-15 13:26:43Z
1285,"Retail sales plunge a record 16.4% in April, far worse than predicted",The biggest factor in the downturn was a collapse in clothing and accessories that amounted to an 89.3% fall from a year ago.,2020-05-15 13:47:20Z
1286,Consumer sentiment unexpectedly rises after massive U.S. fiscal stimulus,"U.S. consumer sentiment inched higher in the early part of May following massive stimulus measures undertaken by the government to sustain the economy amid the coronavirus pandemic, according to data released Friday.",2020-05-15 14:16:15Z
1287,Industrial production plunges unprecedented 11.2% in April,"American industry suffered the most severe plunge on record last month with factories, mines and utilities battered by the coronavirus pandemic.",2020-05-15 14:21:48Z
1288,This is the critical link to successfully reopening the US economy,The successful relaunch of the U.S. economy after the coronavirus shutdown will depend on how effectively companies treat the ills of the global supply chain.,2020-05-15 16:00:29Z
1289,This is the critical link to successfully reopening the US economy,The successful relaunch of the U.S. economy after the coronavirus shutdown will depend on how effectively companies treat the ills of the global supply chain.,2020-05-15 16:28:26Z
1290,This is the critical link to successfully reopening the US economy,The successful relaunch of the U.S. economy after the coronavirus shutdown will depend on how effectively companies treat the ills of the global supply chain.,2020-05-15 16:40:20Z
1291,Consumer sentiment unexpectedly rises after massive U.S. fiscal stimulus,"U.S. consumer sentiment inched higher in the early part of May following massive stimulus measures undertaken by the government to sustain the economy amid the coronavirus pandemic, according to data released Friday.",2020-05-15 19:11:09Z
1292,"Powell says GDP could shrink more than 30%, but he doesn't see another Depression",The central bank chief conceded that jobless numbers will look a lot like they did during the 1930s.,2020-05-18 01:27:40Z
1293,Powell says a full economic recovery may not happen without a vaccine,The Fed noted that the recovery likely would depend on how Americans feel about their safety.,2020-05-17 15:40:07Z
1294,"GDP could decline by 42% in the second quarter, according to the Atlanta Fed",The already dismal outlook for economic growth during the current period just got considerably worse.,2020-05-15 19:56:02Z
1295,Powell says a full economic recovery may not happen without a vaccine,The Fed noted that the recovery likely would depend on how Americans feel about their safety.,2020-05-18 15:37:39Z
1296,"Homebuilder sentiment bounces back in May, after record plunge in April","After the sharpest one-month drop in the history of the index in April, homebuilder sentiment bounced back slightly in May as builders saw a quick rebound in interest from buyers.",2020-05-18 15:42:49Z
1297,"Federal government should help states, cities and hospitals recover from coronavirus, Gary Cohn says",Former Trump advisor Gary Cohn said that a potential vaccine shouldn't stop the government from providing aid to parts of the country that have been hobbled by the economic shutdown.,2020-05-18 14:38:00Z
1298,Trump advisor Kevin Hassett: Fed chief too pessimistic on time it'll take for economy to recover,White House senior advisor Kevin Hassett told CNBC on Monday he disagrees with Fed Chairman Jerome Powell on the time-frame for an economic recovery.,2020-05-18 13:17:37Z
1299,LinkedIn data shows U.S. job hiring may have hit bottom in mid-April,"The U.S. may have experienced the worst of its coronavirus-related job losses in mid-April, and hiring could be on the verge of starting to recover, according to data gathered by LinkedIn and provided to CNBC.",2020-05-18 13:00:01Z
1300,"Powell says GDP could shrink more than 30%, but he doesn't see another Depression",The central bank chief conceded that jobless numbers will look a lot like they did during the 1930s.,2020-05-18 12:58:18Z
1301,Powell to tell Congress the Fed is committed to using all tools to fight the unprecedented downturn,"""We are committed to using our full range of tools to support the economy in this challenging time,"" Powell said in remarks he will deliver to the Senate.",2020-05-18 20:25:48Z
1302,Jamie Dimon says coronavirus crisis is 'wake up call' for a more inclusive economy,Dimon detailed the steps his firm has taken to support customers and employees since the crisis began two months ago.,2020-05-19 12:03:21Z
1303,"U.S. housing starts drop to 891,000 in April, vs 927,000 expected","U.S. housing starts were expected to total 927,000 in April, down from 1.216 million a month earlier.",2020-05-19 12:31:07Z
1304,Unemployment is nearing Great Depression levels. Here's how the eras are similar � and different,The unemployment rate is at its highest since the Great Depression. The current situation differs from that of the early 20th century in a few ways that may prevent the U.S. from entering another depression.,2020-05-19 12:00:01Z
1305,Jamie Dimon says coronavirus crisis is 'wake up call' for a more inclusive economy,Dimon detailed the steps his firm has taken to support customers and employees since the crisis began two months ago.,2020-05-19 13:10:28Z
1306,U.S. housing starts drop more than expected,"U.S. homebuilding dropped to a five-year low in April, underlining fears that the novel coronavirus crisis would lead to the deepest economic contraction in the second quarter since the Great Depression.",2020-05-19 12:44:38Z
